VALUE,NVC_NAME,LFRDB,LFLIFEFORM,NVC_CLASS,NVC_SUBCLASS,NVC_FORMATION,NVC_DIVISION,CLASS,SUBCLASS,FORMATION,DIVISION_CODE,DIVISION,MACROGROUP_CODE,MACROGROUP,Group_Code,GROUP,R,G,B,RED,GREEN,BLUE
6175,Central Alkaline Open Glade & Barrens Grassland,6175,Herb,2,2.B,2.B.2,2.B.2.Nc,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D024,2.B.2.Nc Eastern North American Grassland & Shrubland,M508,Central Interior Calcareous Scrub & Grassland,G179,Central Interior Alkaline Open Glade & Barrens,255,148,71,1,0.580392,0.278431
6176,South-Central Patch Prairie Grassland,6176,Herb,2,2.B,2.B.2,2.B.2.Nc,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D024,2.B.2.Nc Eastern North American Grassland & Shrubland,M508,Central Interior Calcareous Scrub & Grassland,G174,South-Central Patch Prairie,122,93,65,0.478431,0.364706,0.254902
6177,Great Lakes Alvar Shrubland,6177,Shrub,2,2.B,2.B.2,2.B.2.Nc,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D024,2.B.2.Nc Eastern North American Grassland & Shrubland,M507,Laurentian-Acadian Calcareous Scrub-Herb,G061,Great Lakes Alvar,122,93,65,0.478431,0.364706,0.254902
6181,Western North American Montane Sclerophyll Scrub,6181,Shrub,2,2.B,2.B.2,2.B.2.Nd,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D061,2.B.2.Nd Western North American Interior Sclerophyllous Chaparral,M094,Cool Interior Chaparral,G282,Western North American Montane Sclerophyll Scrub,89,59,40,0.34902,0.231373,0.156863
6182,Eastern Madrean Chaparral,6182,Shrub,2,2.B,2.B.2,2.B.2.Nd,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D061,2.B.2.Nd Western North American Interior Sclerophyllous Chaparral,M091,Warm Interior Chaparral,G280,Eastern Madrean Chaparral,145,117,84,0.568627,0.458824,0.329412
6183,Western Madrean Chaparral,6183,Shrub,2,2.B,2.B.2,2.B.2.Nd,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D061,2.B.2.Nd Western North American Interior Sclerophyllous Chaparral,M091,Warm Interior Chaparral,G281,Western Madrean Chaparral,89,59,40,0.34902,0.231373,0.156863
6184,Florida Dry Prairie Grassland,6184,Herb,2,2.B,2.B.2,2.B.2.Ne,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D102,2.B.2.Ne Southeastern North American Grassland & Shrubland,M162,Florida PeninsulaScrub & Herb,G176,Florida Dry Prairie,116,214,204,0.454902,0.839216,0.8
6185,Florida Xeric Scrub Shrubland,6185,Shrub,2,2.B,2.B.2,2.B.2.Ne,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D102,2.B.2.Ne Southeastern North American Grassland & Shrubland,M162,Florida PeninsulaScrub & Herb,G177,Florida Xeric Scrub,145,255,115,0.568627,1,0.45098
6186,Southeastern Coastal Plain Patch Prairie,6186,Herb,2,2.B,2.B.2,2.B.2.Ne,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D102,2.B.2.Ne Southeastern North American Grassland & Shrubland,M309,Southeastern Coastal Plain Patch Prairie,G175,Southeastern Coastal Plain Patch Prairie,0,38,115,0,0.14902,0.45098
6188,Southeastern Coastal Plain Barrens & Glade,6188,Tree,2,2.B,2.B.2,2.B.2.Ne,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D102,2.B.2.Ne Southeastern North American Grassland & Shrubland,M308,Southern Barrens & Glade,G584,Southeastern Coastal Plain Barrens & Glade,116,214,204,0.454902,0.839216,0.8
6189,Eastern Subalpine Shrub Vegetation,6189,Shrub,4,4.B,4.B.1,4.B.1.Na,4 Polar & High Montane Scrub Grassland & Barrens,4.B Temperate to Polar Alpine & Tundra Vegetation,4.B.1 Temperate & Boreal Alpine Dwarf-Shrub & Grassland,D042,4.B.1.Na Eastern North American Alpine Dwarf-Shrub & Grassland,M131,Eastern North American Alpine Shrub & Grassland,G087,Eastern Subalpine Shrub-Herb Vegetation,181,156,114,0.709804,0.611765,0.447059
6190,North Atlantic Coastal Beach,6190,Sparse,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M060,Eastern North American Coastal Beach,G660,North Atlantic Coastal Beach,100,100,100,0.392157,0.392157,0.392157
6191,South Atlantic & Gulf Coastal Beach Herb Vegetation,6191,Herb,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M060,Eastern North American Coastal Beach & Rocky Shore,G661,South Atlantic & Gulf Coastal Beach,255,153,0,1,0.6,0
6192,Great Lakes Grass Dune,6192,Herb,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M057,Eastern North American Dune & Coastal Grassland & Shrubland,G089,Great Lakes Shrub & Grass Dune,255,153,0,1,0.6,0
6193,Great Lakes Sand Beach,6193,Sparse,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M060,Eastern North American Coastal Beach,G089,Great Lakes Sand Beach,255,153,0,1,0.6,0
6194,North Atlantic Coastal Shrub Dune,6194,Shrub,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M057,Eastern North American Dune & Coastal Grassland & Shrubland,G493,North Atlantic Coastal Shrub & Grass Dune,255,98,41,1,0.384314,0.160784
6195,South Atlantic & Gulf Grass Coast & Dune,6195,Herb,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M057,Eastern North American Dune & Coastal Grassland & Shrubland,G494,South Atlantic & Gulf Shrub & Grass Coast & Dune,255,153,0,1,0.6,0
6196,Appalachian & Interior Riverscour Barrens & Prairie,6196,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M881,Northern & Central Riverscour Vegetation,G753,Appalachian & Interior Riverscour Barrens & Prairie,255,148,71,1,0.580392,0.278431
6197,Eastern North American Inland Lakeshore,6197,Sparse,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M060,Eastern North American Coastal Beach,G342,Eastern North American Inland Lakeshore,255,153,0,1,0.6,0
6199,Northern & Central Riverscour Wetland Shrub,6199,Shrub,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M881,Northern & Central Riverscour Vegetation,G754,North-Central Riverscour Barrens & Prairie,255,148,71,1,0.580392,0.278431
6201,California Coastal Beach & Dune Scrub,6201,Shrub,2,2.B,2.B.4,2.B.4.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D027,2.B.4.Nb Pacific North American Coast Scrub & Herb Vegetation,M059,Pacific Coastal Beach & Dune Vegetation,G663,California Coastal Beach & Dune Scrub,255,105,46,1,0.411765,0.180392
6202,North Pacific Maritime Coastal Herb Beach & Dune,6202,Herb,2,2.B,2.B.4,2.B.4.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D027,2.B.4.Nb Pacific North American Coast Scrub & Herb Vegetation,M059,Pacific Coastal Beach & Dune Vegetation,G498,North Pacific Maritime Coastal Scrub & Herb Beach & Dune,255,0,0,1,0,0
6204,North Pacific Coastal Scrub & Herb Cliff & Bluff,6204,Shrub,2,2.B,2.B.4,2.B.4.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,  ,2.B.4.Nb Pacific North American Coastal Scrub & Herb Vegetation,M058,Pacific Coastal Cliff & Bluff,G554,North Pacific Coastal Cliff & Bluff Group,100,100,100,0.392157,0.392157,0.392157
6206,Central & Southern Appalachian Seep Herbaceous,6206,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M061,Eastern Cool Temperate Seep,G184,Central & Southern Appalachian Seep,91,195,199,0.356863,0.764706,0.780392
6207,Interior Plateau Seepage Fen,6207,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M061,Eastern Cool Temperate Seep,G182,Interior Plateau Seepage Fen,91,195,199,0.356863,0.764706,0.780392
6208,North-Central & Northeastern Seep,6208,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M061,Eastern Cool Temperate Seep,G189,North-Central & Northeastern Seep,255,92,38,1,0.360784,0.14902
6209,Midwest Prairie Alkaline Fen Herbaceous,6209,Herb,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temporate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M877,North American Boreal & Sub-Boreal Alkaline Fen,G183,Northeast & Midwest Prairie Alkaline Fen,91,195,199,0.356863,0.764706,0.780392
6210,Southeastern Coastal Plain Pocosin & Shrub Bog,6210,Shrub,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temporate to Polar Bog & Fen,D324,2.C.2.Nb Southeastern North American Coastal Bog & Fen,M065,Atlantic & Gulf Coastal Plain Bog & Fen,G186,Southeastern Coastal Plain Pocosin & Shrub Bog,91,195,199,0.356863,0.764706,0.780392
6211,Eastern North American Boreal Acidic Shrub Bog & Fen,6211,Shrub,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temporate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Sub-Boreal Acidic Bog & Fen,G748,Eastern North American Boreal Acidic Bog & Fen,91,195,199,0.356863,0.764706,0.780392
6212,Eastern North American Boreal Alkaline Fen,6212,Shrub,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temporate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M877,North American Boreal & Sub-Boreal Alkaline Fen,G185,Eastern North American Boreal Alkaline Fen,91,195,199,0.356863,0.764706,0.780392
6213,Eastern North American Sub-boreal Acidic Shrub Bog & Fen,6213,Shrub,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temporate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Sub-Boreal Acidic Bog & Fen,G745,Eastern North American Sub-Boreal Acidic Bog & Fen,91,195,199,0.356863,0.764706,0.780392
6214,Western North American Boreal Bog & Acidic Fen,6214,Shrub,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,  ,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Subboreal Bog & Acidic Fen,G360,Western North American Boreal Bog & Acidic Fen Group,150,58,12,0.588235,0.227451,0.047059
6216,North Pacific Acidic Open Bog & Fen,6216,Shrub,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,  ,2.C.2.Na North American Bog & Fen,M063,North Pacific Bog & Fen,G284,North Pacific Acidic Open Bog & Fen Group,150,58,12,0.588235,0.227451,0.047059
6217,North Pacific Alkaline Open Fen,6217,Shrub,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temperate to Polar Bog & Fen,  ,2.C.2.Na North American Bog & Fen,M063,North Pacific Bog & Fen,G285,North Pacific Alkaline Open Fen Group,255,205,112,1,0.803922,0.439216
6220,Atlantic & Gulf Coastal Plain Freshwater Tidal Marsh Herbaceous,6220,Herb,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M066,Atlantic & Gulf Coastal Freshwater & Oligohaline Tidal Marsh,G110,Atlantic & Gulf Coastal Plain Freshwater Tidal Marsh,255,153,0,1,0.6,0
6221,Atlantic & Gulf Coastal Interdunal Marsh & Prairie,6221,Herb,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G777,Atlantic & Gulf Coastal Interdunal Marsh & Prairie,255,153,0,1,0.6,0
6222,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie Herbaceous,6222,Herb,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G111,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie,255,153,0,1,0.6,0
6223,Coastal Plain River & Basin Freshwater Marsh,6223,Herb,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G188,Coastal Plain River & Basin Freshwater Marsh,255,153,0,1,0.6,0
6224,Southeastern Coastal Plain Seepage Wetland,6224,Herb,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G187,Southeastern Coastal Plain Seepage Wetland,255,153,0,1,0.6,0
6225,Southern Shrub Swamp,6225,Shrub,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G776,Atlantic & Gulf Coastal Plain Shrub Swamp,216,216,191,0.847059,0.847059,0.74902
6226,Northern & Central Forest Vernal Pool,6226,Herb,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American & Great Plains Flooded & Swamp Forest,M503,Central & Appalachian Swamp Forest,G667,Northern & Central Forest Vernal Pool,91,195,199,0.356863,0.764706,0.780392
6227,Central Shrub & Herb Depression Pond,6227,Shrub,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M069,Eastern North American Wet Meadow & Marsh,G599,Central Shrub & Herb Depression Pond,255,137,64,1,0.537255,0.25098
6228,Eastern North American Freshwater Marsh,6228,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M069,Eastern North American Wet Meadow & Marsh,G125,Eastern North American Freshwater Marsh,255,92,38,1,0.360784,0.14902
6229,Eastern Saline Wet Meadow & Marsh,6229,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M069,Eastern North American Wet Meadow & Marsh,G773,Eastern Inland Saline Marsh,255,92,38,1,0.360784,0.14902
6230,Laurentian & Northeast Wet Meadow Herbaceous,6230,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M069,Eastern North American Wet Meadow & Marsh,G771,Laurentian & Northeast Wet Meadow,255,92,38,1,0.360784,0.14902
6231,Midwest Wet Prairie & Wet Meadow Herbaceous,6231,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M069,Eastern North American Wet Meadow & Marsh,G770,Midwest Wet Prairie & Wet Meadow,255,92,38,1,0.360784,0.14902
6232,Northern & Central Shrub Swamp,6232,Shrub,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M069,Eastern North American Wet Meadow & Marsh,G167,Northern & Central Shrub Swamp,91,195,199,0.356863,0.764706,0.780392
6233,Northern & Mid-Atlantic Coastal Shrub Wetland,6233,Shrub,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G752,Northern & Mid-Atlantic Coastal Wetland,255,153,0,1,0.6,0
6234,Great Plains Freshwater Marsh,6234,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D030,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M071,Great Plains Wet Meadow Marsh & Playa,G325,Great Plains Freshwater Marsh,255,92,38,1,0.360784,0.14902
6235,Great Plains Playa & Rainwater Basin Wetland,6235,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D030,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M071,Great Plains Wet Meadow Marsh & Playa,G136,Great Plains Playa & Rainwater Basin Wetland,255,137,64,1,0.537255,0.25098
6236,Great Plains Riverine Scour,6236,Shrub,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M071,Great Plains Wet Meadow Marsh & Playa,G568,Great Plains Riverine Scour,145,255,115,0.568627,1,0.45098
6237,Great Plains Shrub Riparian,6237,Shrub,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M071,Great Plains Wet Meadow Marsh & Playa,G337,Great Plains Shrub & Herb Riparian,6,53,122,0.023529,0.207843,0.478431
6238,Great Plains Wet Prairie Wet Meadow & Seepage Fen Grassland,6238,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M071,Great Plains Wet Meadow Marsh & Playa,G336,Great Plains Wet Prairie Wet Meadow & Seepage Fen ,91,195,199,0.356863,0.764706,0.780392
6239,Western Montane-Subalpine Riparian & Seep Shrubland,6239,Shrub,2,2.C,2.C.4,2.C.4.Nb,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D031,2.C.4.Nb Western North American Freshwater Shrubland Wet Meadow & Marsh,M075,Western North American Montane-Subalpine Wet Shrubland & Wet Meadow,G527,Western Montane-Subalpine Riparian & Seep Shrubland,184,96,24,0.721569,0.376471,0.094118
6240,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,6240,Herb,2,2.C,2.C.4,2.C.4.Nb,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D031,2.C.4.Nb Western North American Freshwater Shrubland Wet Meadow & Marsh,M075,Western North American Montane-Subalpine Wet Shrubland & Wet Meadow,G521,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,4,45,117,0.015686,0.176471,0.458824
6241,Vancouverian & Rocky Mountain Subalpine & Alpine Snowbed Wet Meadow,6241,Herb,2,2.C,2.C.4,2.C.4.Nb,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D031,2.C.4.Nb Western North American Freshwater Shrubland Wet Meadow & Marsh,M075,Western North American Montane-Subalpine Wet Shrubland & Wet Meadow,G520,Vancouverian & Rocky Mountain Subalpine & Alpine Snowbed Wet Meadow & Dwarf-Shrubland,4,45,117,0.015686,0.176471,0.458824
